,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
0,826691.0,Suite 7 - Suites Condesa Mexico,4326326,Rodrigo,CuauhtÃ©moc,19.40915,-99.17321,Entire home/apt,850.0,180.0,18.0,11/05/2019,0.17,6.0,325.0,0.0
1,35797.0,Villa Dante,153786,Dici,Cuajimalpa de Morelos,19.38283,-99.27178,Entire home/apt,4056.0,1.0,0.0,31/12/2022,1.5860325810283387,1.0,363.0,0.0
2,52390579.0,"Casa en privada con  vigilancia, estacionamiento.",424060909,Maria Carmen Marta,Cuajimalpa de Morelos,19.395126,-99.277374,Private room,752.0,1.0,0.0,31/12/2022,1.5860325810283387,1.0,365.0,0.0
3,826760.0,Suite 12 - Suites Condesa Mexico,4326326,Rodrigo,CuauhtÃ©moc,19.40915,-99.17321,Entire home/apt,971.0,4.0,17.0,15/03/2020,0.15,6.0,203.0,0.0
4,44616.0,CONDESA HAUS  B&B,196253,Condesa Haus Bed & Breakfast  CDMX,CuauhtÃ©moc,19.41162,-99.17794,Entire home/apt,18000.0,1.0,56.0,05/06/2022,0.43,11.0,347.0,7.0
5,828714.0,Apartment with Internet & 2 cable TV's,4344353,Miriam,CoyoacÃ¡n,19.34183,-99.15533,Entire home/apt,608.0,1.0,25.0,21/05/2018,0.36,1.0,140.0,0.0
6,15511977.0,La casa de Abraham,93364273,Abraham,Miguel Hidalgo,19.41095,-99.24418,Private room,800.0,1.0,1.0,19/03/2018,0.02,1.0,179.0,0.0
7,34776449.0,â The attic â Panoramic garden 10 min CitiBanamex,2954577,Lazaro Alejandro,Miguel Hidalgo,19.42641,-99.22591,Private room,1779.0,1.0,5.0,14/03/2022,0.14,4.0,222.0,1.0
8,45767104.0,BONITO DEPARTAMENTO NUEVO  LOMAS DE  TECAMACHALCO,371036285,Luis,Miguel Hidalgo,19.41947,-99.24063,Private room,500.0,7.0,0.0,31/12/2022,1.5860325810283387,1.0,365.0,0.0
9,832805.0,ROOMS CASA INDIGO WITH TERRACE AT CITY CENTER,3777702,Abraham,CuauhtÃ©moc,19.44262,-99.14566,Private_room,444.0,1.0,125.0,26/01/2022,1.08,6.0,288.0,2.0
10,28466997.0,Casa de LulÃº,214885342,LulÃº,Cuajimalpa de Morelos,19.39683,-99.27678,Private room,1000.0,1.0,2.0,02/12/2021,0.05,1.0,365.0,1.0
11,56074.0,Great space in historical San Rafael,265650,Maris,CuauhtÃ©moc,19.43977,-99.15605,Entire home/apt,650.0,2.0,72.0,19/06/2022,0.53,2.0,344.0,14.0
12,844818.0,Well located on calm neighborhood,4410326,Fernando,Benito JuÃ¡rez,19.38336,-99.18197,Private room,460.0,2.0,8.0,24/11/2019,0.07,1.0,269.0,0.0
13,2056622.0,CÃ³modo y espacioso loft en CoyoacÃ¡n,10531228,Maria,CoyoacÃ¡n,19.35585,-99.16315,Entire home/apt,1602.0,2.0,13.0,03/09/2019,0.19,3.0,290.0,0.0
14,865012.0,Business Suite RED near Reforma Av.,3850198,Hermann,CoyoacÃ¡n,19.43078,-99.17011,Hotel room,1111.0,2.0,31.0,01/01/2022,0.27,10.0,356.0,0.0
16,58955.0,Entire beautiful duplex in la Roma,282620,Laura,CuauhtÃ©moc,19.42113,-99.15955,Entire home/apt,2019.0,7.0,45.0,06/01/2022,0.35,1.0,351.0,3.0
17,865070.0,"Lovely comfortable room facing garden, Alcatraz",3991683,Leonora,CoyoacÃ¡n,19.34424,-99.17095,Hotel room,608.0,3.0,9.0,20/08/2021,0.08,2.0,351.0,1.0
18,61792.0,Spacious Clean Quiet room (own bath) in la Condesa,299558,Roberto,CuauhtÃ©moc,19.41083,-99.18057,Private room,1212.0,2.0,58.0,15/06/2022,1.03,1.0,159.0,6.0
19,868843.0,Business Suite PURPLE near Reforma,3850198,Hermann,CuauhtÃ©moc,19.43068,-99.17007,Hotel room,1010.0,2.0,41.0,16/04/2022,0.43,10.0,361.0,6.0
20,868986.0,Business Suite BLUE near Reforma Av,3850198,Hermann,CuauhtÃ©moc,19.4306,-99.17074,Entire home/apt,1010.0,2.0,19.0,11/03/2022,0.17,10.0,362.0,1.0
21,869063.0,Business Suite BLACK near Reforma,3850198,Hermann,CuauhtÃ©moc,19.43052,-99.17003,Hotel room,1010.0,2.0,19.0,11/03/2022,0.24,10.0,355.0,1.0
22,2072354.0,Coyoacan Historic Studio Apartment,16840050,MÃ³nica,CoyoacÃ¡n,19.35358,-99.16948,Entire home/apt,900.0,3.0,60.0,09/11/2019,0.58,2.0,320.0,0.0
23,883511.0,Cozy House with Roofterrace group 29 pax Center DF,3777702,Abraham,CuauhtÃ©moc,19.44207,-99.14797,Entire home/apt,2827.0,1.0,209.0,06/06/2022,1.83,6.0,249.0,27.0
24,2075738.0,Amazing apartment Mexico City!!!,2339771,Rodrigo,CuauhtÃ©moc,19.41909,-99.16043,Entire home/apt,2827.0,2.0,65.0,23/05/2022,0.64,1.0,299.0,17.0
25,67703.0,"2 bedroom apt. deco bldg, Condesa",334451,Nicholas,CuauhtÃ©moc,19.41152,-99.16857,Entire home/apt,1918.0,4.0,42.0,19/05/2022,0.33,2.0,325.0,3.0
26,898633.0,"1 bedroom apt BEST location, BALCONY, ROOFTOP 50Mb",4796027,Marco,CuauhtÃ©moc,19.42063,-99.16586,Entire home/apt,1817.0,2.0,51.0,24/12/2021,0.45,2.0,350.0,2.0
27,70644.0,Beautiful light Studio Coyoacan- full equipped !,212109,Trisha,CoyoacÃ¡n,19.35448,-99.16217,Entire home/apt,1197.0,7.0,112.0,20/06/2022,0.89,3.0,153.0,8.0
28,107078.0,NEW  DESIGNER LOFT,540705,Andrea,Miguel Hidalgo,19.43211,-99.19327,Entire home/apt,3796.0,4.0,10.0,05/10/2019,0.14,3.0,208.0,0.0
29,131610.0,MARIA DEL ALMA,647454,Fernando,CoyoacÃ¡n,19.35416,-99.16488,Private room,1379.0,1.0,0.0,31/12/2022,1.5860325810283387,3.0,88.0,0.0
30,913084.0,15 blocks from Paseo de la Reforma,4647293,Martina,Miguel Hidalgo,19.43956,-99.17263,Entire home/apt,2057.0,2.0,139.0,13/06/2022,1.25,2.0,180.0,27.0
31,165772.0,BEST 4BR 4 BH HOUSE IN S. MIGUEL CHAPULTEPEC,790208,Maria Jose,Miguel Hidalgo,19.40826,-99.18659,Entire home/apt,3837.0,2.0,278.0,30/05/2022,2.09,6.0,231.0,8.0
32,2083241.0,Condesa Apartment in 1920s Landmarked Art Nouveau Mansion,8282570,Thomas,CuauhtÃ©moc,19.4153,-99.16763,Entire home/apt,1600.0,3.0,246.0,04/06/2022,2.62,3.0,140.0,41.0
33,939721.0,Radiant Apartment with Terrace in Roma Norte,4821807,Alex,CuauhtÃ©moc,19.42288,-99.15488,Entire home/apt,1572.0,3.0,458.0,06/06/2022,4.09,4.0,171.0,49.0
34,171109.0,Cool room near WTC and Metrobus,816295,Carlos,Benito JuÃ¡rez,19.39675,-99.17581,Private room,306.0,4.0,80.0,15/06/2022,0.79,2.0,361.0,7.0
35,997247.0,NEW! HISTORIC BUILDING -BEST STREET,5479592,Lorenzo,CuauhtÃ©moc,19.41434,-99.15857,Entire home/apt,1921.0,2.0,394.0,30/05/2022,3.56,1.0,327.0,34.0
36,2084093.0,5 min from CDMXÂ´s airport,10644799,Benito,Venustiano Carranza,19.43949,-99.08769,Entire home/apt,446.0,1.0,562.0,28/05/2022,5.92,6.0,354.0,24.0
37,1007174.0,Private en suite in City house,5540061,Julian,CuauhtÃ©moc,19.43817,-99.15466,Private room,811.0,3.0,9.0,01/10/2017,0.08,1.0,364.0,0.0
38,2088218.0,Private rooms near old Coyoacan center,10659485,CÃ©cile,CoyoacÃ¡n,19.34022,-99.15306,Private room,375.0,2.0,5.0,15/05/2018,0.05,1.0,261.0,0.0
39,2093036.0,Departamento 2 dormitorios x Antara,3083561,Federico,Miguel Hidalgo,19.44178,-99.20202,Private room,3130.0,1.0,0.0,31/12/2022,1.5860325810283387,1.0,365.0,0.0
40,180808.0,"Huge Luxurious Suite 70's style, perfectly located",36836,Roberto,CuauhtÃ©moc,19.4239,-99.1689,Entire home/apt,1503.0,3.0,38.0,02/04/2022,0.31,1.0,323.0,1.0
41,187030.0,Spacious apt with the best rooftop in Condesa,899360,Julian,CuauhtÃ©moc,19.41057,-99.1773,Entire home/apt,2142.0,14.0,98.0,28/05/2022,0.76,6.0,171.0,1.0
42,187745.0,Extraordinarily Spacious Apt. in Condesa,899360,Julian,CuauhtÃ©moc,19.41057,-99.1773,Entire home/apt,1817.0,2.0,24.0,03/01/2018,0.23,6.0,171.0,0.0
43,1011428.0,PLAZA DEL ARCÃNGEL EN SAN ÃNGEL,5307709,Rosa MarÃ­a,Ãlvaro ObregÃ³n,19.34406,-99.19413,Entire home/apt,7099.0,7.0,17.0,02/01/2022,0.15,1.0,240.0,2.0
44,194937.0,Sunny & Fresh Apt. with best rooftop in Condesa,899360,Julian,CuauhtÃ©moc,19.41057,-99.1773,Entire home/apt,2200.0,14.0,64.0,29/10/2019,0.5,6.0,179.0,0.0
45,2094427.0,Polanco Concept Studio Loft...,3675629,Patricia (PÃ¢tÃ©),Miguel Hidalgo,19.43573,-99.18955,Entire home/apt,1486.0,3.0,74.0,31/05/2022,0.78,6.0,290.0,11.0
46,2112138.0,COYOACAN NICE â¥ FLAT !!,16840050,MÃ³nica,CoyoacÃ¡n,19.35284,-99.1695,Entire home/apt,900.0,3.0,37.0,19/12/2019,0.36,2.0,339.0,0.0
47,1013504.0,"OASIS IN COYOACAN, SHARED HOUSE",1664327,Edoardo,CoyoacÃ¡n,19.34034,-99.18345,Private room,284.0,2.0,47.0,15/02/2021,0.45,2.0,331.0,0.0
48,1022380.0,Feel the Magic of Mexico City from this Duplex Loft,3285196,Juan Carlos,CuauhtÃ©moc,19.43271,-99.13857,Entire home/apt,1253.0,1.0,319.0,16/06/2022,2.85,7.0,302.0,35.0
49,2117709.0,Nice and luminous apartment in Coyoacan,4079778,Rosa Maria,CoyoacÃ¡n,19.34219,-99.15952,Entire home/apt,750.0,3.0,9.0,03/11/2021,0.09,3.0,365.0,1.0
50,204887.0,"Traditional neighborhood: EscandÃ³n, Condesa & Roma",998053,MaryJo,CuauhtÃ©moc,19.4059,-99.17548,Entire home/apt,1200.0,3.0,27.0,13/11/2021,0.22,1.0,356.0,1.0
51,1051636.0,Chilango chic: room in cozy apartment Condesa DF,1809694,Deborah,CuauhtÃ©moc,19.40592,-99.1691,Private room,788.0,2.0,27.0,21/04/2022,0.25,1.0,325.0,4.0
52,217685.0,"Condesa, one of the best zones.",184410,Veronica,CuauhtÃ©moc,19.40491,-99.17177,Entire home/apt,808.0,7.0,26.0,20/04/2022,0.29,1.0,222.0,16.0
53,2118573.0,Walk to WTC from a Family Apartment in a Trendy Neighborhood,10802698,Hector,Benito JuÃ¡rez,19.38777,-99.17532,Entire home/apt,1846.0,2.0,191.0,13/06/2022,1.87,3.0,83.0,25.0
54,1066945.0,"Villa Alfonsina, Heart of Coyoacan",5870021,HÃ©ctor,CoyoacÃ¡n,19.35445,-99.16251,Private room,1200.0,1.0,144.0,14/02/2022,1.37,5.0,356.0,1.0
55,2127400.0,Stay like a local in Roma Norte,350668,Blair,CuauhtÃ©moc,19.4191,-99.15904,Private room,1716.0,2.0,157.0,07/03/2022,1.53,1.0,172.0,2.0
56,1087636.0,Apartment at south of Mexico city,5975456,Pamela,CoyoacÃ¡n,19.30523,-99.18356,Private room,450.0,1.0,28.0,10/06/2022,0.3,1.0,359.0,2.0
57,2130176.0,Charming Apt in the best location,1326107,Jacqueline,CuauhtÃ©moc,19.41416,-99.1568,Entire home/apt,1050.0,5.0,36.0,27/04/2019,0.36,4.0,345.0,0.0
58,245507.0,"Best location in town, Reforma Ave area.",1288063,Francisco,CuauhtÃ©moc,19.4236,-99.16979,Entire home/apt,1385.0,1.0,297.0,05/06/2022,2.28,2.0,364.0,23.0
59,247543.0,"Independent studio, top location",1297488,Petra,CuauhtÃ©moc,19.43516,-99.13806,Entire home/apt,606.0,3.0,82.0,17/06/2022,0.64,5.0,337.0,2.0
60,1107979.0,Bedroom for rent,6083480,Juan Carlos,Iztapalapa,19.32227,-99.09046,Private room,277.0,1.0,1.0,25/02/2017,0.02,1.0,365.0,0.0
61,252618.0,"""Chavela"" Private & Furnished Room",1326107,Jacqueline,CuauhtÃ©moc,19.41472,-99.15602,Private room,524.0,5.0,18.0,05/03/2022,0.14,4.0,144.0,2.0
62,1130658.0,"Comfort, convenience & security, all in one place",6203086,Jose,Benito JuÃ¡rez,19.36809,-99.17821,Entire home/apt,890.0,2.0,26.0,04/01/2022,0.25,4.0,324.0,7.0
63,2171338.0,PASEO DE LA REFORMA+GYM+POOL,110218260,Elizabeth,CuauhtÃ©moc,19.43339,-99.15467,Entire home/apt,1318.0,2.0,343.0,06/06/2022,3.34,1.0,335.0,47.0
64,1135302.0,"Location & security, double bedroom apartment",6203086,Jose,Benito JuÃ¡rez,19.36613,-99.17831,Private room,450.0,2.0,9.0,25/12/2021,0.12,4.0,324.0,2.0
65,256555.0,GREAT HOUSE IN S MIGUEL CHAPULTEPEC,790208,Maria Jose,Miguel Hidalgo,19.40663,-99.18653,Entire home/apt,3352.0,2.0,301.0,04/06/2022,2.35,6.0,231.0,30.0
66,1164876.0,Beautiful designer artists home..,212109,Trisha,CoyoacÃ¡n,19.35164,-99.15289,Entire home/apt,4947.0,10.0,6.0,30/12/2017,0.06,3.0,4.0,0.0
67,2178349.0,lovely apartment in the heart of CDMX,906106,Francisco Y Miya,CuauhtÃ©moc,19.42914772,-99.15665436,Entire home/apt,903.0,3.0,6.0,02/01/2019,0.06,1.0,330.0,0.0
68,1167552.0,"Cuarto Amplio con Estudio, Roma DF.",6393641,JosÃ©,CuauhtÃ©moc,19.41317,-99.15735,Private room,747.0,3.0,119.0,30/05/2022,1.08,1.0,81.0,13.0
69,276504.0,High End Condo with golf package,1444589,Michael,Iztacalco,19.38061,-99.12729,Entire home/apt,2019.0,7.0,0.0,31/12/2022,1.5860325810283387,1.0,0.0,0.0
70,1170780.0,"Renew Room, near to Condesa",6409883,Pato,Benito JuÃ¡rez,19.39129,-99.1888,Private room,426.0,3.0,17.0,28/04/2019,0.17,2.0,171.0,0.0
71,281134.0,COOL PENT HOUSE APARTMENT @CONDESA,196253,Condesa Haus Bed & Breakfast  CDMX,CuauhtÃ©moc,19.41108,-99.17634,Hotel room,2887.0,1.0,7.0,05/10/2019,0.08,11.0,198.0,0.0
72,2182375.0,Bright and beautiful apt Narvarte,1979548,Oscar,Benito JuÃ¡rez,19.38212,-99.15361,Entire home/apt,1582.0,3.0,40.0,31/12/2019,0.47,2.0,363.0,0.0
73,1187817.0,Suite 1 - Suites Condesa Mexico,4326326,Rodrigo,CuauhtÃ©moc,19.40915,-99.17321,Entire home/apt,900.0,120.0,50.0,24/11/2018,0.45,6.0,364.0,0.0
74,1211383.0,Room & bathroom in great house!,212109,Trisha,CoyoacÃ¡n,19.355,-99.16181,Private room,1014.0,5.0,21.0,04/04/2022,0.2,3.0,161.0,1.0
75,287940.0,Furnished lovely cozy studio,1497087,Penelope,CuauhtÃ©moc,19.41241,-99.1753,Entire home/apt,606.0,1.0,357.0,05/06/2022,3.31,9.0,274.0,44.0
76,1226234.0,Cosy apartment in Polanco near park,6688806,Anne,Miguel Hidalgo,19.42948,-99.19179,Entire home/apt,2554.0,7.0,23.0,03/01/2022,0.27,1.0,61.0,2.0
77,291804.0,A nice room with great location,1511568,Luis Ernesto,Benito JuÃ¡rez,19.36305,-99.15412,Private room,608.0,2.0,0.0,31/12/2022,1.5860325810283387,1.0,365.0,0.0
78,2228415.0,Contemporary House with Jacuzzi in San Angel,2518152,Martha Y Pancho,Ãlvaro ObregÃ³n,19.34948,-99.19381,Entire home/apt,5000.0,15.0,4.0,21/11/2021,0.05,7.0,332.0,1.0
79,1283294.0,â¡ 50%Off 150 mbps Reforma Gym Front US Embassy,5755202,Andres,CuauhtÃ©moc,19.42801,-99.16467,Entire home/apt,3635.0,1.0,136.0,15/05/2022,1.32,44.0,61.0,12.0
80,2238309.0,"Condesa Moderno Loft, alberca, gym y excelente internet...  Ideal Ejecutivos",7165956,Elena,CuauhtÃ©moc,19.41689,-99.17792,Entire home/apt,1850.0,28.0,248.0,30/04/2022,2.58,2.0,306.0,5.0
81,323030.0,Comfy in the Middle of La Condesa,970609,Morgana & Omar,CuauhtÃ©moc,19.41368,-99.17907,Entire home/apt,808.0,2.0,189.0,02/06/2022,1.52,1.0,233.0,10.0
82,1286695.0,"Comfortable, beautiful and convenient pied Ã  terre",6998716,Maria,Miguel Hidalgo,19.43514,-99.18361,Entire home/apt,974.0,4.0,26.0,12/06/2022,0.37,1.0,338.0,5.0
83,324769.0,2Room new apartment in modern complex,1661848,David,Miguel Hidalgo,19.45906,-99.19071,Entire home/apt,608.0,5.0,42.0,02/04/2022,0.38,1.0,362.0,6.0
84,2284377.0,Comfy room in polanco,11668406,Plinio,Miguel Hidalgo,19.436834,-99.207855,Private room,629.0,15.0,16.0,05/03/2022,0.16,1.0,267.0,3.0
85,1288566.0,Luxury Loft-Style Apartment in Vibrant Polanco Neighborhood,540705,Andrea,Miguel Hidalgo,19.43179,-99.19426,Entire home/apt,3413.0,4.0,72.0,05/04/2022,0.94,3.0,208.0,28.0
86,2289797.0,Feel like in your own apartment,10211713,Karla,CuauhtÃ©moc,19.42054,-99.17074,Entire home/apt,1000.0,8.0,289.0,27/04/2022,2.83,1.0,251.0,6.0
87,325812.0,"Confortable private room, downtown Mexico City.",1666388,Angeles (Anjali),CuauhtÃ©moc,19.43319,-99.14665,Private room,505.0,4.0,107.0,19/09/2020,1.05,1.0,179.0,0.0
88,1309198.0,Â¡ Hermosa habitaciÃ³n en la Ciudad de MÃ©xico !,7116734,Mafer,CoyoacÃ¡n,19.34356,-99.1286,Private room,350.0,3.0,1.0,10/08/2018,0.02,5.0,0.0,0.0
89,326296.0,WONDERFUL ROOM IN COYOACAN HOUSE,1664327,Edoardo,CoyoacÃ¡n,19.34034,-99.18345,Private room,348.0,2.0,193.0,27/01/2021,1.7,2.0,279.0,0.0
90,2297044.0,Luxury apartments in Roma/Condesa,8618270,Benjamin And Martha,CuauhtÃ©moc,19.41767,-99.16652,Entire home/apt,2500.0,3.0,8.0,10/11/2021,0.08,4.0,365.0,2.0
91,1323378.0,Apt in perfect location WTC/Condesa Â¡Welcome!,1989370,Oscar,Benito JuÃ¡rez,19.39084,-99.16981,Entire home/apt,1100.0,3.0,17.0,17/06/2022,0.16,1.0,257.0,8.0
92,2297850.0,GREAT PLACE TO STAY @ POLANCO MEX,11736749,Francisco,Miguel Hidalgo,19.42887,-99.17651,Private room,699.0,5.0,221.0,12/06/2022,2.17,4.0,355.0,7.0
93,2307983.0,BRIGHT & MODERN TWO LEVEL PENTHOUSE,3887359,Sergio,CuauhtÃ©moc,19.42589,-99.16634,Entire home/apt,1608.0,2.0,262.0,18/06/2022,2.6,1.0,137.0,29.0
94,326475.0,Contemporary chic: Roma norte-Best location,1670032,Maria Isabel,CuauhtÃ©moc,19.41444,-99.15734,Entire home/apt,1400.0,3.0,111.0,14/05/2022,1.27,2.0,50.0,8.0
95,1324525.0,Comfortable stay at sunny flat,7189850,Monica,Benito JuÃ¡rez,19.38366,-99.16569,Private room,500.0,1.0,3.0,24/12/2015,0.03,1.0,355.0,0.0
96,329776.0,HabitaciÃ³n Verde.,1683373,Miguel,Tlalpan,19.2751,-99.17757,Private room,303.0,2.0,16.0,25/12/2021,0.27,5.0,0.0,1.0
97,2315918.0,Luxury Studios in Roma/Condesa,8618270,Benjamin And Martha,CuauhtÃ©moc,19.418,-99.16532,Entire home/apt,2250.0,3.0,7.0,01/07/2021,0.07,4.0,365.0,1.0
98,2345760.0,Room for rent in Mexico City,11979276,(Email hidden by Airbnb),Miguel Hidalgo,19.39969,-99.17173,Private room,500.0,3.0,0.0,31/12/2022,1.5860325810283387,1.0,365.0,0.0
99,1344188.0,WTC Panoramic Penthouse room w/own bath,7271395,Miguel Angel,Benito JuÃ¡rez,19.39219,-99.17705,Private room,532.0,3.0,215.0,18/06/2022,2.07,1.0,49.0,2.0
100,2350051.0,GREAT LOCATED PRV8 ROOM!!,12000140,Paco&Luis,Benito JuÃ¡rez,19.37252,-99.14269,Private room,608.0,2.0,13.0,19/11/2018,0.14,3.0,364.0,0.0
101,331030.0,Rento recÃ¡mara en CoyoacÃ¡n centro,1688597,Emma,CoyoacÃ¡n,19.34549,-99.15872,Private room,1300.0,2.0,0.0,31/12/2022,1.5860325810283387,1.0,363.0,0.0
102,331788.0,"CONDESA COZY, COMFORTABLE APARTMENT",1691633,Sandro & Ines,CuauhtÃ©moc,19.41975,-99.17341,Entire home/apt,1555.0,3.0,337.0,07/03/2020,2.69,1.0,266.0,0.0
103,1363110.0,"Hermosa recÃ¡mara, cerca La Condesa",6409883,Pato,Benito JuÃ¡rez,19.39165,-99.18885,Private room,426.0,3.0,26.0,12/11/2018,0.24,2.0,171.0,0.0
104,350079.0,beautiful furnished room Rome area,1773936,Elizabeth,CuauhtÃ©moc,19.40639,-99.16686,Private room,1111.0,5.0,0.0,31/12/2022,1.5860325810283387,1.0,365.0,0.0
105,2373420.0,Cultural area of Mexico City,11928644,Omar  JosuÃ©,CoyoacÃ¡n,19.30729,-99.16962,Private room,380.0,7.0,12.0,12/06/2022,0.14,1.0,355.0,3.0
106,1369572.0,"Cozy, chic & peaceful  apartment.",7427682,Julia,Benito JuÃ¡rez,19.38148,-99.18216,Private room,600.0,3.0,0.0,31/12/2022,1.5860325810283387,1.0,364.0,0.0
107,357324.0,RecÃ¡mara luminosa y jardÃ­n,1808252,Sara,Miguel Hidalgo,19.40237,-99.24315,Private room,2028.0,1.0,0.0,31/12/2022,1.5860325810283387,1.0,365.0,0.0
108,1378164.0,PrÃ­vate apartment next to public transport,2492211,Daniel,Benito JuÃ¡rez,19.39829,-99.13817,Entire home/apt,420.0,20.0,38.0,02/04/2022,0.82,1.0,160.0,3.0
109,362583.0,Modern 2 Bedroom Apt. Near Reforma,1832239,Maria  & Jennifer,CuauhtÃ©moc,19.43165,-99.17132,Entire home/apt,1615.0,2.0,33.0,17/04/2022,0.29,1.0,356.0,14.0
110,1380783.0,Chic Room in Luxury Polanco,7477163,Rodrigo,Miguel Hidalgo,19.42903,-99.19238,Private room,2524.0,2.0,116.0,29/05/2019,1.12,1.0,365.0,0.0
111,370092.0,Condesa Roma WTC Loft,618769,Ricardo,CuauhtÃ©moc,19.40213,-99.16924,Entire home/apt,560.0,1.0,376.0,05/06/2022,3.02,2.0,141.0,47.0
112,2401724.0,Excellent location renovated Apt. Roma/Condesa 1,7729316,Yaniv,CuauhtÃ©moc,19.4171,-99.1725,Entire home/apt,1234.0,1.0,178.0,06/06/2022,3.02,4.0,154.0,73.0
113,1392308.0,"CITY CENTER 2BR,  SECURE, City Tours, Lap Pool 416",2872228,Bruce,CuauhtÃ©moc,19.43432,-99.14581,Entire home/apt,1272.0,3.0,55.0,16/03/2020,0.52,10.0,229.0,0.0
114,2406485.0,En el corazÃ³n de la escandÃ³n,9931809,Karina,Miguel Hidalgo,19.40103,-99.17618,Private room,450.0,2.0,46.0,07/05/2022,0.46,1.0,365.0,6.0
115,373792.0,"Great Accommodation in Condesa , modern , secure",1821523,Jorge,CuauhtÃ©moc,19.41277,-99.17546,Private room,909.0,2.0,13.0,05/11/2021,0.11,1.0,365.0,1.0
116,1403168.0,HabitaciÃ³n disponible,7569372,Paola,Miguel Hidalgo,19.40288,-99.17884,Private room,608.0,2.0,1.0,26/02/2020,0.04,1.0,365.0,0.0
117,375032.0,DISTRITO CONDESA B&B  ENTIRE HOUSE / OR BY ROOM,1886913,Distrito Condesa,CuauhtÃ©moc,19.4075,-99.17561,Private room,13500.0,1.0,51.0,09/05/2022,0.42,10.0,363.0,5.0
118,2419999.0,Best Location - HISTORIC CENTER REFORMA SECURE 105,2872228,Bruce,CuauhtÃ©moc,19.43432,-99.14581,Entire home/apt,724.0,3.0,11.0,17/02/2020,0.11,10.0,234.0,0.0
119,1403218.0,HOUSE INDIGO IN THE CEN. OF MEX CITY,3777702,Abraham,CuauhtÃ©moc,19.44324,-99.14649,Private room,2827.0,1.0,162.0,11/01/2021,1.54,6.0,284.0,0.0
120,2424204.0,Colonial Suite,12389380,Olivia,CuauhtÃ©moc,19.43794,-99.13644,Entire home/apt,1999.0,3.0,24.0,14/11/2019,0.24,7.0,344.0,0.0
121,382712.0,SALUDOS MI NOMBRE ES FERNANDO,1918084,Fernando,Miguel Hidalgo,19.45684,-99.17179,Private room,700.0,1.0,0.0,31/12/2022,1.5860325810283387,1.0,365.0,0.0
122,1404363.0,SPOTLESS beautiful sunny loft in Del Valle,5341352,Maria Giselle,Benito JuÃ¡rez,19.38015,-99.17402,Entire home/apt,980.0,4.0,130.0,16/05/2022,1.21,1.0,113.0,16.0
123,395446.0,Cool apartment with  the Best Roof Top in Condesa,899360,Julian,CuauhtÃ©moc,19.41068,-99.17732,Entire home/apt,2981.0,14.0,19.0,31/05/2022,0.16,6.0,0.0,7.0
124,419110.0,Comfy clean RoÃ¸m @Cozy apartment,2084312,Sara,CuauhtÃ©moc,19.41017,-99.17886,Private room,666.0,3.0,53.0,04/11/2019,0.73,1.0,88.0,0.0
125,2436156.0,Best Views in the heart of Condesa,11926583,Gumaro,CuauhtÃ©moc,19.4098,-99.17851,Entire home/apt,1615.0,4.0,70.0,11/01/2021,0.7,2.0,0.0,0.0
126,2444573.0,"Cozy green apartment near CoyoacÃ¡n center, CDMX",12497740,Joaquin,Benito JuÃ¡rez,19.36229,-99.17355,Entire home/apt,1115.0,20.0,11.0,27/03/2020,0.18,1.0,358.0,0.0
127,1411454.0,Modern Suite in Roma Mansion,7609684,Juan Carlos,CuauhtÃ©moc,19.41701,-99.1658,Entire home/apt,1600.0,3.0,293.0,09/06/2022,2.73,3.0,144.0,33.0
128,2447795.0,* Zen Loft *,8324471,Maria,Miguel Hidalgo,19.41245,-99.18961,Entire home/apt,1623.0,2.0,36.0,01/06/2022,0.36,1.0,364.0,2.0
129,454077.0,Explore the City's Historic Center,2256144,Fernanda,CuauhtÃ©moc,19.42454,-99.13845,Private room,507.0,1.0,2.0,16/09/2017,0.02,1.0,365.0,0.0
130,454693.0,"Condesa, ideal for tourism or remote work",1601561,Sylvia Eugenia,CuauhtÃ©moc,19.40836,-99.1733,Entire home/apt,1514.0,3.0,240.0,05/06/2022,1.99,1.0,224.0,16.0
131,1429120.0,Great location & security single bedroom Apartment,6203086,Jose,Benito JuÃ¡rez,19.36926,-99.1804,Private room,305.0,2.0,26.0,16/06/2022,0.25,4.0,359.0,4.0
132,2484037.0,Loft in the fun part of Condesa,9852611,Rebeca,CuauhtÃ©moc,19.41059,-99.17501,Entire home/apt,1212.0,2.0,141.0,28/05/2022,1.4,2.0,352.0,8.0
133,1441365.0,Fancy Furnished Apartment & Great Location,7738527,Viridiana,CuauhtÃ©moc,19.42029,-99.17323,Entire home/apt,1514.0,4.0,93.0,09/05/2022,0.9,2.0,337.0,12.0
134,2488193.0,Casa El Santo,12389380,Olivia,CuauhtÃ©moc,19.43815,-99.13644,Entire home/apt,1393.0,3.0,38.0,15/11/2020,0.38,7.0,344.0,0.0
135,2506525.0,"casa en el sur, zona coyoacan",12829914,Maluz,CoyoacÃ¡n,19.31669,-99.16917,Private room,208.0,1.0,48.0,02/05/2022,0.49,1.0,191.0,2.0
136,456242.0,Nice and cozy room with terrace!!!!,1767559,Anna,La Magdalena Contreras,19.33036,-99.21737,Private room,811.0,3.0,2.0,08/07/2015,0.02,2.0,293.0,0.0
